SchoolName;LastInspection;Permittee;InspectionDate;Level;Code;ViolationDescription;LATITUDE;LONGITUDE;COMMUNITYBOARD;COUNCILDISTRICT
P.S. 156 LAURELTON, QUEENS UNITED MIDDLE SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/11/2022;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,06731E+13;-7,37432E+13;413;31
P.S. 156 LAURELTON, QUEENS UNITED MIDDLE SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/04/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06731E+13;-7,37432E+13;413;31
P.S. 156 LAURELTON, QUEENS UNITED MIDDLE SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/05/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06731E+13;-7,37432E+13;413;31
P.S. 156 LAURELTON, QUEENS UNITED MIDDLE SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/11/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06731E+13;-7,37432E+13;413;31
DR. JACQUELINE PEEK-DAVIS SCHOOL, RONALD EDMONDS LEARNING CENTER II;08/10/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/10/2022;C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,06731E+13;-7,39196E+13;316;41
DR. JACQUELINE PEEK-DAVIS SCHOOL, RONALD EDMONDS LEARNING CENTER II;08/10/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/22/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06731E+13;-7,39196E+13;316;41
DR. JACQUELINE PEEK-DAVIS SCHOOL, RONALD EDMONDS LEARNING CENTER II;08/10/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/10/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06731E+13;-7,39196E+13;316;41
DR. JACQUELINE PEEK-DAVIS SCHOOL, RONALD EDMONDS LEARNING CENTER II;08/10/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/22/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06731E+13;-7,39196E+13;316;41
LINDEN SDA SCHOOL;01/05/2023;LINDEN SDA SCHOOL;02/07/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06733E+13;-7,37443E+13;413;31
LINDEN SDA SCHOOL;01/05/2023;LINDEN SDA SCHOOL;06/13/2022;G;10H;Proper sanitization not provided for utensil ware washing operation.;4,06733E+13;-7,37443E+13;413;31
LINDEN SDA SCHOOL;01/05/2023;LINDEN SDA SCHOOL;02/07/2022;G;10H;Proper sanitization not provided for utensil ware washing operation.;4,06733E+13;-7,37443E+13;413;31
LINDEN SDA SCHOOL;01/05/2023;LINDEN SDA SCHOOL;02/07/2022;NV;16B;The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.;4,06733E+13;-7,37443E+13;413;31
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;11/23/2022;CH;02H;After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;04/29/2021;AV;22C;Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;03/15/2022;AV;18A;Current valid permit, registration or other authorization to operate establishment not available.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;11/23/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;11/23/2022;C;04N;Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;11/23/2022;CH;02B;Hot TCS food item not held at or above 140 °F.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;04/29/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;03/15/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;11/23/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;12/12/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;11/23/2022;C;04J;Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.;4,06733E+13;-7,39894E+13;306;39
AL-MADINAH SCHOOL;12/12/2022;AL-MADINAH SCHOOL, INC;11/23/2022;G;09A;Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE;4,06733E+13;-7,39894E+13;306;39
SAGE DINING SERVICES, INC.;10/27/2022;SAGE DINING SERVICES, INC.;01/31/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06738E+13;-7,39778E+13;306;39
BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL, RESTART ACADEMY AT BROOKLYN COLLEGIATE;01/11/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/28/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06741E+13;-7,39133E+12;316;41
BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL, RESTART ACADEMY AT BROOKLYN COLLEGIATE;01/11/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/11/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06741E+13;-7,39133E+12;316;41
BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL, RESTART ACADEMY AT BROOKLYN COLLEGIATE;01/11/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/28/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06741E+13;-7,39133E+12;316;41
P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/15/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,06741E+13;-7,38964E+12;305;37
P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/06/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06741E+13;-7,38964E+12;305;37
P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/06/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06741E+13;-7,38964E+12;305;37
P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/06/2022;C;04M;Live roaches present in facility's food and/or non-food areas.;4,06741E+13;-7,38964E+12;305;37
P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/15/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06741E+13;-7,38964E+12;305;37
P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/24/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06741E+13;-7,38964E+12;305;37
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/28/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/03/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/28/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/03/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/28/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/28/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/28/2022;AV;18-11;Food Protection Certificate not available for inspection;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/28/2022;AV;18-11;Food Protection Certificate not available for inspection;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/08/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/03/2022;C;04M;Live roaches in facility's food or non-food area.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/09/2021;G;10D;Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/08/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/09/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06744E+13;-7,39514E+13;308;36
P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS;10/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/03/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06744E+13;-7,39514E+13;308;36
P.S. 316 ELIJAH STROUD, ELIJAH STROUD MIDDLE SCHOOL;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/08/2023;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,06744E+13;-7,39603E+13;308;35
P.S. 316 ELIJAH STROUD, ELIJAH STROUD MIDDLE SCHOOL;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/12/2021;G;10C;Lighting Inadequate;4,06744E+13;-7,39603E+13;308;35
P.S. 316 ELIJAH STROUD, ELIJAH STROUD MIDDLE SCHOOL;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/12/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06744E+13;-7,39603E+13;308;35
P.S. 316 ELIJAH STROUD, ELIJAH STROUD MIDDLE SCHOOL;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/09/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06744E+13;-7,39603E+13;308;35
ROBERT E. PEARY SCHOOL, P.S. 223 LYNDON B. JOHNSON;01/30/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/08/2022;CH;02G;"Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.";4,06745E+13;-7,37894E+13;412;28
ROBERT E. PEARY SCHOOL, P.S. 223 LYNDON B. JOHNSON;01/30/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/30/2023;CH;02G;"Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.";4,06745E+13;-7,37894E+13;412;28
ROBERT E. PEARY SCHOOL, P.S. 223 LYNDON B. JOHNSON;01/30/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/30/2023;G;09A;Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE;4,06745E+13;-7,37894E+13;412;28
P.S. 368;11/18/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/28/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06745E+13;-7,39213E+13;316;41
P.S. 368;11/18/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/28/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06745E+13;-7,39213E+13;316;41
P.S. 368;11/18/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;04/22/2021;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,06745E+13;-7,39213E+13;316;41
P.S. 368;11/18/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/28/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06745E+13;-7,39213E+13;316;41
P.S. 335 GRANVILLE T. WOODS, MS 898 THE BROOKLYN GREEN SCHOOL;11/16/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/18/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06746E+13;-7,39278E+13;308;36
P.S. 335 GRANVILLE T. WOODS, MS 898 THE BROOKLYN GREEN SCHOOL;11/16/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/19/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06746E+13;-7,39278E+13;308;36
P.S. Q004, THE GORDON PARKS SCHOOL;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;08/03/2021;C;04J;Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.;4,06748E+13;-7,37367E+13;413;31
P.S. Q004, THE GORDON PARKS SCHOOL;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;08/03/2021;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,06748E+13;-7,37367E+13;413;31
P.S. Q004, THE GORDON PARKS SCHOOL;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;08/03/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06748E+13;-7,37367E+13;413;31
P.S. Q004, THE GORDON PARKS SCHOOL;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;08/03/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06748E+13;-7,37367E+13;413;31
AL-IHSAN ACADEMY;01/13/2023;ACADEMY AL-IHSAN;01/13/2023;G;10G;Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.;4,0675E+13;-7,38083E+13;410;28
AL-IHSAN ACADEMY;01/13/2023;ACADEMY AL-IHSAN;05/19/2022;G;10H;Proper sanitization not provided for utensil ware washing operation.;4,0675E+13;-7,38083E+13;410;28
AL-IHSAN ACADEMY;01/13/2023;ACADEMY AL-IHSAN;05/19/2022;NV;16B;The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.;4,0675E+13;-7,38083E+13;410;28
P.S. 096;03/10/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2022;G;09A;Canned food product observed dented and not segregated from other consumable food items.;4,0675E+13;-7,38084E+13;410;28
P.S. 096;03/10/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,0675E+13;-7,38084E+13;410;28
P.S. 096;03/10/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0675E+13;-7,38084E+13;410;28
P.S. 096;03/10/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/11/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0675E+13;-7,38084E+13;410;28
P.S. 096;03/10/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;08/08/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0675E+13;-7,38084E+13;410;28
PS 178 ST CLAIR MCKELWAY;08/02/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/07/2021;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,0675E+13;-7,39158E+13;316;41
PS 178 ST CLAIR MCKELWAY;08/02/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/07/2021;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,0675E+13;-7,39158E+13;316;41
PS 178 ST CLAIR MCKELWAY;08/02/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/07/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0675E+13;-7,39158E+13;316;41
PS 178 ST CLAIR MCKELWAY;08/02/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/02/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0675E+13;-7,39158E+13;316;41
PS 178 ST CLAIR MCKELWAY;08/02/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/07/2021;G;08C;Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.;4,0675E+13;-7,39158E+13;316;41
PS 178 ST CLAIR MCKELWAY;08/02/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;03/15/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,0675E+13;-7,39158E+13;316;41
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;11/28/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;11/28/2022;C;04N;Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;03/04/2022;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;08/18/2021;C;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;11/28/2022;G;08B;Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;11/28/2022;CH;02B;Hot TCS food item not held at or above 140 °F.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;12/12/2022;CP;05D;No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;03/04/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;11/28/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;08/18/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;03/04/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06755E+13;-7,39739E+13;306;39
